team,year,jumper_number,player_name,games,kicks,marks,handballs,disposals,disposal_avg,goals,behinds,hitouts,tackles,rebound_50s,inside_50s,clearances,clangers,free_kicks_for,free_kicks_against,brownlow_votes,contested_possessions,uncontested_possessions,contested_marks,marks_inside_50,one_percenters,bounces,goal_assists
Adelaide,2024,29,"Laird, Rory",23,271,83,364,635,27.61,2,5,0,132,47,70,114,75,28,26,7,253,385,3,2,25,2,10
Adelaide,2024,12,"Dawson, Jordan",22,365,110,174,539,24.5,10,6,0,134,41,129,69,98,22,27,18,168,347,23,3,27,7,15
Adelaide,2024,14,"Soligo, Jake",23,251,60,255,506,22.0,6,9,0,84,39,75,90,83,34,30,7,226,296,2,6,16,8,6
Adelaide,2024,20,"Hinge, Mitch",22,317,107,168,485,22.05,2,3,0,55,112,44,28,57,16,13,0,144,272,4,1,55,2,6
Adelaide,2024,5,"Crouch, Matt",15,155,62,294,449,29.93,0,2,0,79,23,42,89,53,23,17,4,188,253,3,0,6,2,6
Adelaide,2024,38,"Sholl, Lachlan",20,293,105,139,432,21.6,12,6,0,45,57,38,27,56,9,11,0,113,312,1,6,15,1,3
Adelaide,2024,2,"Keays, Ben",23,225,88,148,373,16.22,34,20,0,83,16,76,47,53,23,17,4,159,191,3,26,17,0,19
Adelaide,2024,48,"Keane, Mark",21,270,113,83,353,16.81,0,1,0,22,95,13,4,74,20,34,0,108,176,15,3,120,4,1
Adelaide,2024,16,"Michalanney, Max",23,212,122,130,342,14.87,0,1,0,67,70,35,14,48,16,16,0,90,249,11,0,51,5,3
Adelaide,2024,27,"Nankervis, Luke",20,191,100,149,340,17.0,1,1,0,36,36,34,11,43,13,15,0,101,230,7,2,49,4,5
Adelaide,2024,8,"Rachele, Josh",22,202,79,109,311,14.14,30,17,0,51,12,66,23,66,12,19,0,113,197,7,19,22,3,18
Adelaide,2024,23,"Rankine, Izak",15,170,48,100,270,18.0,29,9,0,51,11,58,55,54,13,19,5,145,139,2,17,23,21,15
Adelaide,2024,33,"Smith, Brodie",15,167,53,97,264,17.6,0,2,0,31,53,35,7,37,11,10,0,71,168,2,0,29,0,1
Adelaide,2024,32,"Fogarty, Darcy",23,165,111,85,250,10.87,41,16,0,35,1,49,4,48,17,23,2,113,140,32,39,35,4,15
Adelaide,2024,3,"Berry, Sam",18,123,26,125,248,13.78,4,2,0,91,18,44,65,46,27,18,3,136,127,2,0,4,4,5
Adelaide,2024,43,"OBrien, Reilly",21,132,49,110,242,11.52,2,3,898,77,16,32,67,81,17,30,2,125,99,13,4,112,0,7
Adelaide,2024,24,"Worrell, Josh",13,155,67,78,233,17.92,0,0,0,19,78,11,2,25,16,7,0,72,130,7,0,76,1,1
Adelaide,2024,1,"Jones, Chayce",16,148,48,83,231,14.44,6,4,0,45,31,32,29,41,12,10,0,82,148,2,7,14,0,3
Adelaide,2024,4,"Murphy, Lachlan",17,98,47,98,196,11.53,7,6,0,57,4,38,17,34,21,10,0,98,106,1,5,9,2,11
Adelaide,2024,13,"Walker, Taylor",18,143,100,49,192,10.67,29,20,16,25,0,44,7,36,7,10,0,73,124,26,45,21,1,16
Adelaide,2024,31,"Dowling, Billy",9,95,48,58,153,17.0,4,1,0,17,21,23,17,31,5,10,0,54,104,0,4,6,0,6
Adelaide,2024,41,"Butts, Jordon",15,83,64,68,151,10.07,0,0,0,15,31,11,4,17,11,6,0,49,98,9,1,81,0,2
Adelaide,2024,15,"Cook, Brayden",15,83,33,56,139,9.27,12,5,0,22,14,22,10,14,3,2,0,47,93,4,8,17,4,6
Adelaide,2024,35,"Borlase, James",10,60,46,45,105,10.5,1,1,6,16,16,4,2,12,9,6,0,44,62,8,3,65,0,0
Adelaide,2024,25,"McHenry, Ned",10,59,33,39,98,9.8,4,2,0,20,8,7,4,18,5,7,0,34,69,1,3,7,0,3
Adelaide,2024,28,"Murray, Nick",9,68,38,29,97,10.78,0,1,0,14,26,13,2,24,5,10,0,33,55,6,0,58,0,0
Adelaide,2024,19,"Taylor, Zac",9,44,13,45,89,9.89,4,4,0,28,6,10,20,18,9,8,0,51,42,0,4,3,0,0
Adelaide,2024,34,"Himmelberg, Elliott",9,53,29,35,88,9.78,8,5,34,16,2,12,4,16,6,5,0,50,44,8,10,12,0,4
Adelaide,2024,17,"Hamill, Will",7,54,20,28,82,11.71,0,0,0,15,15,5,3,11,6,4,0,29,54,3,0,5,0,1
Adelaide,2024,7,"Thilthorpe, Riley",7,53,32,25,78,11.14,15,6,26,12,1,14,7,13,6,1,0,42,35,11,19,11,1,6
Adelaide,2024,40,"Bond, Hugh",7,22,9,33,55,7.86,0,0,0,27,7,5,5,11,3,5,0,33,23,2,0,19,0,0
Adelaide,2024,21,"Burgess, Chris",7,36,22,18,54,7.71,7,6,34,9,1,11,2,10,5,4,0,24,28,4,11,7,0,4
Adelaide,2024,6,"Curtin, Daniel",7,29,16,25,54,7.71,3,0,0,7,1,7,6,6,3,3,0,22,31,3,3,4,1,1
Adelaide,2024,30,"Milera, Wayne",3,34,14,12,46,15.33,0,0,0,6,17,5,4,6,1,2,0,11,29,0,0,10,0,0
Adelaide,2024,26,"Schoenberg, Harry",4,17,9,26,43,10.75,3,0,0,5,0,6,4,5,2,1,0,18,25,0,0,1,1,1
Adelaide,2024,10,"Pedlar, Luke",4,20,7,3,23,5.75,1,2,0,4,0,8,4,6,0,4,0,12,12,1,2,4,0,3
Adelaide,2024,44,"Gollant, Lachlan",4,15,3,7,22,5.5,1,1,7,3,1,3,1,5,3,3,0,7,9,0,0,4,0,0
Adelaide,2024,45,"Strachan, Kieran",2,13,7,9,22,11.0,1,0,29,6,1,1,4,2,6,1,0,11,11,1,1,3,0,0
Adelaide,2024,37,"Parnell, Patrick",1,8,2,2,10,10.0,0,0,0,0,1,0,0,1,0,0,0,1,8,0,0,0,0,0
Brisbane Lions,2024,9,"Neale, Lachie",26,353,120,409,762,29.31,13,7,0,86,30,121,202,87,35,30,22,361,396,2,8,18,16,26
Brisbane Lions,2024,15,"Zorko, Dayne",27,566,213,145,711,26.33,9,6,0,86,130,73,26,86,23,24,12,142,456,2,3,31,5,7
Brisbane Lions,2024,5,"Dunkley, Josh",27,335,150,348,683,25.3,6,6,2,167,39,100,118,83,39,17,11,287,398,12,11,55,0,11
Brisbane Lions,2024,6,"McCluggage, Hugh",27,397,143,270,667,24.7,19,14,0,99,49,124,124,86,30,21,12,240,443,3,5,19,6,6
Brisbane Lions,2024,7,"Berry, Jarrod",27,302,167,238,540,20.0,6,8,0,96,57,70,70,68,33,16,0,180,366,9,11,27,2,11
Brisbane Lions,2024,44,"Wilmot, Darcy",27,370,133,164,534,19.78,0,3,0,46,81,81,35,60,17,19,0,157,315,5,0,69,15,8
Brisbane Lions,2024,3,"Daniher, Joe",27,328,173,93,421,15.59,58,51,58,31,13,111,38,90,27,32,8,151,261,22,66,26,13,16
Brisbane Lions,2024,16,"Rayner, Cam",27,229,94,185,414,15.33,31,21,0,84,14,98,64,81,21,24,6,198,222,24,22,33,4,21
Brisbane Lions,2024,28,"Fletcher, Jaspa",27,219,133,174,393,14.56,5,8,0,52,53,52,41,42,10,13,0,132,274,3,5,19,9,9
Brisbane Lions,2024,35,"Lester, Ryan",27,289,175,99,388,14.37,0,1,0,48,68,39,11,39,18,10,0,111,272,16,1,83,2,2
Brisbane Lions,2024,33,"Bailey, Zac",22,218,94,140,358,16.27,22,12,0,52,24,73,32,53,13,17,0,110,249,6,10,18,2,12
Brisbane Lions,2024,31,"Andrews, Harris",26,250,195,99,349,13.42,0,0,0,36,70,9,3,52,21,23,3,128,217,51,0,214,0,0
Brisbane Lions,2024,4,"Ah Chee, Callum",26,228,122,120,348,13.38,27,14,0,40,21,53,20,61,11,20,0,134,224,17,29,38,2,18
Brisbane Lions,2024,46,"McInerney, Oscar",25,176,48,143,319,12.76,9,4,809,79,31,67,131,70,43,18,2,252,81,22,12,90,0,11
Brisbane Lions,2024,1,"Lohmann, Kai",27,198,105,114,312,11.56,36,28,0,80,8,52,20,51,17,22,1,139,183,11,38,23,7,10
Brisbane Lions,2024,8,"Ashcroft, Will",13,166,67,131,297,22.85,3,8,0,33,18,50,42,28,16,3,0,97,203,0,2,7,1,10
Brisbane Lions,2024,23,"Cameron, Charlie",27,230,109,58,288,10.67,44,30,0,58,9,67,15,63,18,19,1,91,186,10,43,20,9,16
Brisbane Lions,2024,30,"Hipwood, Eric",24,193,134,66,259,10.79,33,21,4,31,6,63,9,62,20,20,4,95,174,21,42,40,0,12
Brisbane Lions,2024,37,"Starcevich, Brandon",21,184,90,55,239,11.38,1,1,0,38,56,29,7,34,16,14,0,77,152,4,0,53,0,5
Brisbane Lions,2024,26,"McKenna, Conor",18,202,77,32,234,13.0,0,2,0,10,49,25,7,40,4,7,0,48,144,2,2,20,2,5
Brisbane Lions,2024,43,"Answerth, Noah",16,122,54,74,196,12.25,0,0,0,65,33,23,16,31,5,8,0,70,124,1,0,27,0,2
Brisbane Lions,2024,40,"Payne, Jack",18,143,101,39,182,10.11,0,0,2,24,41,9,3,32,7,11,0,67,114,17,0,115,0,0
Brisbane Lions,2024,13,"Morris, Logan",19,113,66,42,155,8.16,24,15,0,12,2,29,2,20,12,9,0,74,88,16,28,14,2,8
Brisbane Lions,2024,38,"Reville, Bruce",12,95,42,34,129,10.75,4,2,0,19,16,27,7,15,5,4,0,33,97,0,2,6,1,5
Brisbane Lions,2024,11,"McCarthy, Lincoln",8,74,30,24,98,12.25,8,9,0,21,2,21,7,16,6,5,0,42,58,4,9,13,1,5
Brisbane Lions,2024,34,"Brain, Shadeau",9,52,31,37,89,9.89,0,0,0,5,12,4,5,11,3,3,0,41,49,5,0,16,0,2
Brisbane Lions,2024,41,"Joyce, Darragh",6,55,30,16,71,11.83,0,0,0,2,15,4,0,13,2,3,0,22,46,6,0,26,0,0
Brisbane Lions,2024,22,"Sharp, Harry",6,45,18,17,62,10.33,2,2,0,10,5,10,6,14,3,2,0,17,42,0,0,2,2,0
Brisbane Lions,2024,27,"Gardiner, Darcy",7,36,18,21,57,8.14,3,2,0,13,2,13,1,12,6,5,0,26,36,0,4,10,0,4
Brisbane Lions,2024,17,"Lyons, Jarryd",3,29,12,26,55,18.33,0,0,0,15,1,6,6,7,3,5,0,20,32,0,0,0,0,1
Brisbane Lions,2024,20,"Prior, Jaxon",4,30,18,7,37,9.25,0,0,0,5,8,5,0,5,1,3,0,6,31,0,0,8,0,1
Brisbane Lions,2024,32,"Fort, Darcy",3,22,7,11,33,11.0,1,2,59,11,2,6,10,9,4,6,0,19,16,2,3,9,0,1
Brisbane Lions,2024,25,"Smith, Henry",4,13,6,18,31,7.75,0,0,25,9,0,5,8,5,2,2,0,18,14,0,2,8,0,0
Brisbane Lions,2024,29,"Tunstill, James",4,5,2,15,20,5.0,0,0,0,5,1,2,4,0,0,0,0,11,11,0,0,1,0,0
Brisbane Lions,2024,2,"Robertson, Deven",2,6,1,10,16,8.0,0,0,0,4,0,3,1,6,0,1,0,7,8,0,0,2,0,0
Brisbane Lions,2024,18,"Coleman, Keidean",1,6,4,2,8,8.0,0,0,0,0,1,2,0,0,0,0,0,2,6,0,1,0,0,2
Brisbane Lions,2024,24,"Ryan, Brandon",1,2,1,0,2,2.0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0
Carlton,2024,9,"Cripps, Patrick",24,266,63,426,692,28.83,17,6,20,129,24,115,193,120,49,47,45,376,319,7,8,25,3,13
Carlton,2024,18,"Walsh, Sam",20,268,60,300,568,28.4,5,9,0,135,28,98,100,80,18,25,16,221,341,0,1,14,6,10
Carlton,2024,24,"Newman, Nic",24,413,194,153,566,23.58,1,3,0,92,113,67,22,70,25,26,2,122,383,12,1,56,8,15
Carlton,2024,13,"Acres, Blake",23,293,138,223,516,22.43,13,12,0,64,62,74,41,78,13,23,4,169,365,8,11,32,2,10
Carlton,2024,29,"Hewett, George",22,235,61,279,514,23.36,7,1,0,101,20,80,118,65,25,22,3,236,280,1,6,11,2,17
Carlton,2024,7,"Kennedy, Matthew",24,245,105,179,424,17.67,16,10,12,81,24,80,51,76,21,25,2,166,253,7,16,24,0,8
Carlton,2024,20,"Hollands, Elijah",22,250,100,141,391,17.77,17,10,0,58,33,64,33,59,13,16,3,126,276,5,17,23,1,10
Carlton,2024,42,"Saad, Adam",18,217,70,113,330,18.33,1,1,0,40,68,29,18,23,11,3,0,97,196,4,0,34,58,1
Carlton,2024,4,"Hollands, Oliver",23,203,87,119,322,14.0,5,4,0,79,32,40,19,41,19,16,0,80,250,0,5,27,0,7
Carlton,2024,23,"Weitering, Jacob",22,245,142,68,313,14.23,0,1,2,33,84,6,5,44,16,11,0,116,189,29,0,145,2,1
Carlton,2024,11,"McGovern, Mitch",18,244,85,54,298,16.56,3,3,0,29,97,35,13,38,20,5,2,76,154,12,1,47,0,4
Carlton,2024,17,"Kemp, Brodie",21,195,130,99,294,14.0,6,4,0,46,57,19,1,48,9,15,0,92,203,16,6,82,5,3
Carlton,2024,12,"De Koning, Tom",18,154,59,138,292,16.22,9,10,359,61,19,64,89,55,23,18,1,181,117,17,11,41,4,7
Carlton,2024,10,"McKay, Harry",21,207,143,67,274,13.05,49,21,30,52,6,46,20,65,27,22,6,129,154,42,57,32,0,6
Carlton,2024,37,"Boyd, Jordan",19,203,77,59,262,13.79,1,3,0,44,61,18,5,40,9,13,0,58,168,0,1,44,3,1
Carlton,2024,30,"Curnow, Charlie",21,214,125,40,254,12.1,57,41,0,20,10,59,2,43,30,13,2,123,134,45,54,38,0,15
Carlton,2024,5,"Cerra, Adam",13,139,32,113,252,19.38,4,3,0,47,19,37,39,31,12,8,0,94,157,2,1,15,0,5
Carlton,2024,6,"Williams, Zac",19,178,71,67,245,12.89,15,7,0,43,33,33,11,31,9,9,1,87,150,2,7,16,5,12
Carlton,2024,2,"Cowan, Lachlan",17,139,66,72,211,12.41,1,1,0,50,36,19,8,28,10,10,0,66,150,6,1,45,0,1
Carlton,2024,44,"Owies, Matthew",23,133,67,66,199,8.65,33,13,0,52,2,37,1,32,12,13,0,79,121,5,26,22,2,15
Carlton,2024,27,"Pittonet, Marc",14,96,21,96,192,13.71,5,3,356,21,12,18,79,54,22,27,0,144,47,8,1,43,0,3
Carlton,2024,8,"Fogarty, Lachie",15,94,27,81,175,11.67,9,4,0,45,7,40,9,21,10,4,0,72,103,3,3,10,0,21
Carlton,2024,39,"Cincotta, Alex",16,70,26,88,158,9.88,8,1,0,44,17,27,17,23,6,8,0,70,95,1,2,29,1,4
Carlton,2024,46,"Cottrell, Matthew",14,100,45,52,152,10.86,9,5,0,27,13,33,7,14,7,5,0,51,97,5,9,12,0,3
Carlton,2024,16,"Carroll, Jack",15,83,35,67,150,10.0,4,3,0,22,9,30,17,16,4,2,0,50,105,0,3,5,1,7
Carlton,2024,14,"Fantasia, Orazio",15,68,29,59,127,8.47,9,7,0,22,7,20,3,24,7,10,0,52,71,2,8,12,3,12
Carlton,2024,33,"Young, Lewis",9,80,56,37,117,13.0,1,1,5,8,37,7,2,11,7,8,0,34,76,8,0,59,1,1
Carlton,2024,19,"Durdin, Corey",14,43,21,39,82,5.86,7,5,0,25,1,13,4,6,3,0,0,38,44,1,6,10,2,3
Carlton,2024,3,"Motlop, Jesse",7,30,15,24,54,7.71,6,4,0,15,6,7,5,16,3,5,0,25,33,0,2,3,0,3
Carlton,2024,28,"Cuningham, David",5,18,7,21,39,7.8,1,2,0,10,1,9,5,6,2,4,0,17,23,0,0,0,2,3
Carlton,2024,25,"Binns, Jaxon",3,25,6,11,36,12.0,2,0,0,6,4,7,3,6,1,2,0,9,26,0,1,3,0,0
Carlton,2024,36,"Lord, Cooper",2,10,8,24,34,17.0,0,1,0,9,0,2,4,1,0,0,0,14,21,0,1,0,0,1
Carlton,2024,22,"Marchbank, Caleb",3,10,3,18,28,9.33,0,0,0,3,3,2,1,9,3,5,0,14,15,0,0,10,0,0
Carlton,2024,15,"Docherty, Sam",2,21,8,5,26,13.0,1,0,0,3,5,3,2,7,0,0,0,8,19,0,0,1,0,0
Carlton,2024,21,"Martin, Jack",3,12,7,8,20,6.67,3,0,0,2,0,3,2,6,3,3,0,12,9,2,2,2,0,2
Carlton,2024,43,"Moir, Ashton",2,5,3,3,8,4.0,2,1,0,3,0,0,1,0,1,0,0,4,3,2,1,0,0,0
Carlton,2024,38,"Durdin, Sam",1,4,1,1,5,5.0,0,0,0,0,1,0,0,3,1,1,0,3,2,0,0,8,0,0
Collingwood,2024,35,"Daicos, Nick",23,381,68,324,705,30.65,20,14,0,87,44,127,176,110,39,36,38,319,375,0,7,18,21,18
Collingwood,2024,7,"Daicos, Josh",23,327,120,246,573,24.91,7,9,0,74,67,91,54,65,28,9,3,147,400,1,5,12,7,9
Collingwood,2024,25,"Crisp, Jack",23,240,65,227,467,20.3,14,8,0,124,35,85,96,85,17,21,5,213,246,1,10,20,3,7
Collingwood,2024,10,"Pendlebury, Scott",20,220,62,194,414,20.7,7,4,0,79,32,56,83,57,20,11,2,166,233,1,3,21,2,12
Collingwood,2024,1,"Lipinski, Patrick",23,185,74,218,403,17.52,18,9,0,71,23,53,41,61,11,15,5,149,253,1,11,18,1,12
Collingwood,2024,22,"Sidebottom, Steele",22,270,90,133,403,18.32,4,8,0,69,66,49,37,76,15,21,0,132,254,4,5,39,5,9
Collingwood,2024,4,"Maynard, Brayden",23,301,124,91,392,17.04,3,1,0,54,112,51,12,78,20,26,0,126,255,6,0,102,5,2
Collingwood,2024,9,"Noble, John",20,235,93,143,378,18.9,1,1,0,54,79,36,13,44,15,7,3,71,280,1,1,29,8,7
Collingwood,2024,14,"Cameron, Darcy",23,230,106,129,359,15.61,11,2,673,65,23,44,85,87,44,33,0,229,122,43,10,54,0,8
Collingwood,2024,3,"Quaynor, Isaac",23,174,88,120,294,12.78,2,0,0,55,62,26,11,50,14,16,0,99,192,6,0,40,4,2
Collingwood,2024,30,"Moore, Darcy",23,169,94,121,290,12.61,0,0,1,31,83,20,2,43,7,18,0,111,121,20,0,213,1,2
Collingwood,2024,38,"Howe, Jeremy",19,225,98,60,285,15.0,5,2,0,30,104,16,2,37,12,9,0,64,143,16,6,104,4,2
Collingwood,2024,2,"de Goey, Jordan",13,145,50,126,271,20.85,10,9,0,46,11,61,53,59,14,22,8,117,154,4,9,13,0,10
Collingwood,2024,23,"Hill, Bobby",23,187,81,69,256,11.13,30,28,0,48,1,52,12,63,9,20,0,98,159,6,37,26,11,23
Collingwood,2024,32,"Hoskin-Elliott, Will",20,194,90,56,250,12.5,17,13,0,26,25,37,7,44,8,6,0,86,152,12,26,37,3,14
Collingwood,2024,8,"Schultz, Lachie",20,136,62,107,243,12.15,24,21,0,76,4,41,16,47,12,15,0,81,158,3,28,23,0,4
Collingwood,2024,5,"Elliott, Jamie",15,125,59,72,197,13.13,21,16,0,36,2,28,7,47,11,10,3,65,118,7,28,11,1,11
Collingwood,2024,31,"McCreery, Beau",17,107,28,66,173,10.18,10,10,0,84,4,45,25,45,16,19,1,69,100,1,4,13,6,8
Collingwood,2024,17,"Frampton, Billy",18,107,60,53,160,8.89,1,4,15,21,32,18,3,44,11,19,0,66,97,8,2,116,0,0
Collingwood,2024,33,"Sullivan, Lachlan",10,49,16,80,129,12.9,2,5,0,25,5,17,19,16,5,4,0,59,70,1,2,2,1,5
Collingwood,2024,37,"Markov, Oleg",12,63,38,62,125,10.42,1,0,0,32,12,16,5,24,3,5,0,39,85,2,0,19,4,1
Collingwood,2024,46,"Cox, Mason",16,69,46,51,120,7.5,6,6,237,30,7,16,24,43,27,22,0,88,41,24,14,35,0,3
Collingwood,2024,6,"Mitchell, Tom",6,37,11,83,120,20.0,1,1,0,40,3,10,26,21,11,7,0,62,60,1,2,3,0,1
Collingwood,2024,41,"Mihocek, Brody",11,78,41,36,114,10.36,19,13,2,29,0,28,1,25,13,14,0,57,55,14,18,11,0,3
Collingwood,2024,36,"Harrison, Harvey",12,48,19,60,108,9.0,11,2,0,27,8,14,7,17,3,3,0,35,78,1,3,3,2,8
Collingwood,2024,29,"Richards, Joe",9,59,20,44,103,11.44,6,5,0,25,2,21,5,15,4,4,0,36,66,3,4,11,2,7
Collingwood,2024,18,"Macrae, Finlay",9,46,8,44,90,10.0,4,2,0,21,6,18,18,10,5,2,0,35,57,0,2,5,0,4
Collingwood,2024,27,"Bytel, Jack",7,48,29,38,86,12.29,1,1,0,10,11,14,3,23,1,6,0,16,63,2,1,3,5,3
Collingwood,2024,43,"Dean, Charlie",8,52,40,32,84,10.5,0,0,0,8,24,1,0,8,11,2,0,32,58,4,0,32,0,1
Collingwood,2024,44,"Long, Ned",7,31,10,28,59,8.43,2,2,1,37,1,12,5,19,4,10,0,19,39,0,2,7,0,3
Collingwood,2024,26,"McInnes, Reef",9,31,16,22,53,5.89,13,2,0,11,1,4,0,15,5,7,0,31,22,5,11,9,0,1
Collingwood,2024,11,"McStay, Daniel",5,33,26,16,49,9.8,8,4,1,5,0,12,2,10,5,2,0,19,28,8,9,5,0,1
Collingwood,2024,15,"Kreuger, Nathan",6,33,21,13,46,7.67,7,6,26,14,3,11,3,10,6,2,0,22,22,4,8,8,0,1
Collingwood,2024,45,"Parker, Wil",5,24,6,18,42,8.4,1,0,0,12,5,7,3,9,2,0,0,21,20,0,1,1,2,2
Collingwood,2024,16,"Allan, Edward",2,14,1,14,28,14.0,1,0,0,8,3,4,3,6,1,0,0,14,16,0,0,3,0,0
Collingwood,2024,40,"Johnson, Ash",3,7,5,2,9,3.0,0,1,0,5,0,1,0,6,2,3,0,7,4,2,1,2,1,0
Collingwood,2024,19,"Jiath, Tew",1,4,2,1,5,5.0,0,0,0,3,1,1,0,2,1,2,0,1,4,0,0,0,0,1
Essendon,2024,37,"Martin, Nic",23,418,153,232,650,28.26,15,11,0,54,86,80,29,88,11,13,15,139,467,5,10,37,19,13
Essendon,2024,7,"Merrett, Zach",23,361,99,287,648,28.17,14,15,0,114,37,109,98,81,34,14,18,220,429,2,10,37,10,16
Essendon,2024,1,"McGrath, Andrew",23,311,108,214,525,22.83,1,0,0,62,118,51,22,45,19,7,2,130,321,7,0,48,50,4
Essendon,2024,6,"Caldwell, Jye",23,253,95,270,523,22.74,8,9,0,149,33,82,99,82,32,32,8,214,319,6,5,17,6,11
Essendon,2024,22,"Durham, Sam",22,235,88,235,470,21.36,10,5,0,97,27,99,91,77,23,30,6,195,286,7,5,30,10,10
Essendon,2024,27,"Redman, Mason",21,339,127,104,443,21.1,2,4,0,35,95,57,7,39,17,6,0,80,309,10,1,44,25,4
Essendon,2024,21,"Heppell, Dyson",18,195,102,188,383,21.28,1,0,0,29,44,26,16,30,12,10,0,118,246,4,1,48,9,1
Essendon,2024,15,"Laverde, Jayden",21,194,127,139,333,15.86,0,0,0,33,65,13,2,55,16,16,0,96,232,11,0,89,2,0
Essendon,2024,11,"Gresham, Jade",22,158,56,149,307,13.95,19,12,0,47,5,70,36,57,10,19,0,112,188,3,11,7,9,20
Essendon,2024,29,"Kelly, Jake",20,194,115,111,305,15.25,1,0,0,26,50,20,5,38,7,10,0,70,243,4,4,53,0,2
Essendon,2024,32,"McKay, Ben",23,162,122,141,303,13.17,0,0,4,32,31,8,1,41,20,13,0,132,172,30,0,132,0,2
Essendon,2024,3,"Parish, Darcy",12,146,55,149,295,24.58,2,4,0,52,17,50,47,37,4,10,1,107,190,0,1,14,2,3
